Description,Bathrooms,Bedrooms,Car Spaces,Floor area (m²),Land Size (m²),Subdivision or Location,Price,Category
"East Fairview House and Lot 3 Bedrooms, 3 Toilet and Bath, Quezon City For Sale",3,3,0,102,68,"Fairview, Quezon City",8350000,House
Philamlife Village Las Pinas House and Lot for Sale,5,4,0,250,235,"Almanza Dos, Las Pinas",25000000,House
"5-Bedroom House and Lot for Sale in Manila Southwoods, Carmona, Cavite",5,5,0,447,816,"Cabilang Baybay, Carmona",62000000,House
House and Lot for Sale in Silang Cavite Near Nuvali,4,4,0,391,336,"Inchican, Silang",35400000,House
"RFO House For Sale in Serra Homes Filinvest East Homes, Cainta",4,4,0,221.23,201.9,"San Isidro, Cainta",16800000,House
For Sale : 3 Bedroom House & Lot at Scout Area in Quezon City,2,3,0,,367,"Sacred Heart, Quezon City",66060000,House
"Great Deal Alabang Hills, Muntinlupa: House for Sale, Lot area 603 sqm",5,4,0,382.06,603,"Cupang, Muntinlupa",78000000,House
"The NEST ROYALE 3-4 Storey 3-4 BR H&L, Maid's Rm, Cainta-Marikina",4,4,0,264,100,"Santo Nino, Cainta",14582000,House
2-Storey Townhouse Unit with 6 Bedrooms for Sale in Quezon City (RFO),4,6,0,160,68,"Fairview, Quezon City",9930000,House
"For Sale : 2 Storey House & Lot in Villamar 1st Street at Tambo, Parañaque City",,,0,700,800,"Tambo, Paranaque",96000000,House
3BR House and Lot at Cerritos Trails Village for Sale,3,3,0,83,103,"Daang Hari Road, Bacoor",7800000,House
4-BR Prime Residential House in Sun Valley Estates & Golf Club Antipolo,5,4,0,172,264,"Sun Valley Estates Brgy San Juan Antipolo City Bagong Nayon, Antipolo",16650000,House
"Single Attached House 3 Storey for Sale in West Fairview, Quezon City",5,6,0,170.42,74.5,"Carnation, 1118 Quezon City, Philippines Fairview, Quezon City",9850000,House
"For Sale 3 Bedroom House and Lot in St. Ignatius Village, Quezon City",3,3,0,250,384,"Saint Ignatius, Quezon City",61440000,House
"Abigail 4 Bedrooms House and Lot for sale in San Fernando, Pampanga",3,4,0,135,164,"Sindalan, San Fernando, Central Luzon, Philippines Sindalan, San Fernando",7350000,House
"For Sale Venare Nuvali Brand New House and Lot in Calamba, Laguna",4,4,0,310,243,"Canlubang, Calamba",30000000,House
For Sale Spacious Contemporary Split Level Home in Ayala Alabang with Big Garden,4,4,0,700,910,"Ayala Alabang, Muntinlupa",222250000,House
Ayala Alabang Village House & Lot,4,6,0,600,870,"Ayala Alabang, Muntinlupa",205000000,House
3 Car Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Mindanao Avenue,4,4,0,150,58.7,"Tandang Sora, Quezon City",9850000,House
"2-storey house 5 Bedrooms, 3 T&B, FOR SALE: Bel-Air Village Phase 3, Makati City",3,5,0,654,698,"Bel-Air, Makati",400000000,House
"For Sale: 2 Storey Valenzuela Townhouse near Tandang Sora, Valenzuela City",3,3,0,82,65,"Ugong, Valenzuela",5696435,House
Silvana Heights Townhouse for Sale in Pandi Bulacan thru Pagibig financing,1,2,0,46.6,36,"Cacarong Matanda, Pandi",1227966,House
"The Alcove 3 Storey Townhouse For Sale in Santa Monica, Quezon City",3,3,0,143,66,"Santa Monica, Quezon City",10670517,House
3 Car Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Mindanao Avenue,4,4,0,150,58.7,"Tandang Sora, Quezon City",9850000,House
"Affordable 2 Bedroom Townhouse in Tanauan, Tanza, Cavite for Sale",1,2,0,40,60.5,"Tanauan, Tanza",1860000,House
"For Sale Ayala Westgrove Heights 6-Bedroom House at Silang, Cavite",5,6,0,668,478,"Puting Kahoy, Silang",95000000,House
"3 Bedroom - Corner Lot , w/ Mt. Malarayat View at Brookside Summit Point Lipa",3,4,0,88.35,240,"Plaridel, Lipa",5900000,House
For Sale: 3 Storey Semi Furnished House in Parañaque,4,4,0,350,120,Paranaque,16000000,House
"Alvendia By Rockwell Townhouse for Sale in Santa Lucia, San Juan City",3,3,0,272,,"Santa Lucia, San Juan",40000000,House
RUSH! GREENWOODS PASIG - 4 Bedroom House and Lot with Balcony for Sale,2,4,0,300,120,Pasig,9000000,House
Furnished House and Lot with Pool near Clark for Sale!,5,6,0,350,800,"Amsic, Angeles",30000000,House
"4Bedroom RFO Townhouse For Sale in Teachers Village, Quezon City near Kamias",3,3,0,130,48.5,"Diliman, Quezon City",12900000,House
"For Sale 186 sqm Lot with 3 BR in La Posada Village, Sucat, Muntinlupa City",2,3,0,219,186,"Sucat, Muntinlupa",28000000,House
Silvana Heights Townhouse for Sale in Pandi Bulacan thru Pagibig financing,1,2,0,46.6,36,"Cacarong Matanda, Pandi",1227966,House
"The Alcove 3 Storey Townhouse For Sale in Santa Monica, Quezon City",3,3,0,143,66,"Santa Monica, Quezon City",10670517,House
"2-storey house 5 Bedrooms, 3 T&B, FOR SALE: Bel-Air Village Phase 3, Makati City",3,5,0,654,698,"Bel-Air, Makati",400000000,House
"FOR SALE 3 Bedrooms, 2 Toilet and Bath",2,3,0,112.5,72,"Brgy Tanauan Tanza Cavite Tanauan, Tanza",4337472,House
"For Sale: 2 Storey Valenzuela Townhouse near Tandang Sora, Valenzuela City",3,3,0,82,65,"Ugong, Valenzuela",5696435,House
FS.   Brand new M  Residences by Victor Consunji in Capitol hills QC,3,4,0,212,126,"Capitol Hills, Quezon City",36500000,House
"For Sale ! Modern House in White Plains, Quezon City, Metro Manila",6,6,0,800,433,"White Plains, Quezon City",165000000,House
5 Bedroom House and Lot For Sale in MetroGate Tagaytay Estates,,5,0,180,352,"Francisco, Tagaytay",21251400,House
"Ayala Westgrove Heights Brand New Modern Zen House For Sale, Silang",4,4,0,508,380,"Puting Kahoy, Silang",68000000,House
Townhouse For Sale Near Grace Christian College Quezon City,4,4,0,329,124,"Balingasa, Quezon City",40700000,House
"For Sale: Antoinette Model House at Versailles in Almanza Dos, Las Piñas City",4,3,0,278,252,"Daang Hari Road Almanza Dos, Las Pinas",37858000,House
"4 Bedroom House and Lot For Sale in Magallanes Village, Makati City",4,4,0,400,401,"Magallanes, Makati",125000000,House
Molave Highlands Subdivision in Consolacion Cebu,2,3,0,250,202,"molave highland subdivision Lamac, Consolacion",17500000,House
"Beverly Hills Subdivision For Sale 5 bedroom house and lot in Antipolo, Rizal",8,5,0,600,800,"Mambugan, Antipolo",70000000,House
"3BR/3T&B House and Lot for sale in Panglao Island, Dauis, Bohol",3,3,0,200,1000,"Tabalong, Dauis",13500000,House
"House For Sale in Katarungan Village, Muntinlupa City, Metro Manila",2,3,0,300,300,"Poblacion, Muntinlupa",20000000,House
"P8,333.00 Low Monthly, Great Deal House And Lot Samal for Sale",1,2,0,42,100,"Del Monte, Island of garden Samal, Samal",2500000,House
"5 Bedroom Home for Sale in Dap-dap, Lapu-Lapu City, Vistamar",,5,0,320,496,"Dapdap, Mactan Island, Cebu, Lapu-Lapu City, Philippines Mactan, Lapu-Lapu",35000000,House
"For Sale! 4 Storey House with 6 Parking Slots in White Plains, Quezon City",5,6,0,850,433,"White Plains, Quezon City",165000000,House
"Furniture Included 3BR 3 Storey Townhouse for sale in Union Village, Quezon City",4,3,0,185,78,"Culiat, Quezon City",15500000,House
"House and Lot with Gazebo For Sale in The Mango Manor, Canyon Woods, Batangas!",5,6,0,687,421,Talisay,56000000,House
Ayala Westgrove Heights Modern House For Sale,4,4,0,600,450,"Puting Kahoy, Silang",60500000,House
"Beautiful 4-Bedroom House For Sale at El Monte Verde, Consolacion",4,4,0,304,356,"El Monteverde Subd, 6001 Consolacion, Philippines Lamac, Consolacion",29000000,House
"6 Bedroom House and Lot for sale in Ayala Alabang, Muntinlupa City",5,6,0,500,695,"Ayala Alabang, Muntinlupa",170000000,House
Modern and Elegant Townhouse for Sale at New Haven Village in Quezon City,3,5,0,197,77,"Kaligayahan, Quezon City",10280000,House
Brand New Modern Contemporary House with Swimming Pool in Angeles City,3,4,0,165,220,Angeles,15700000,House
"Brand New, Semi-furnished Modern House and Lot in San Fernando, Pampanga",3,4,0,128,150,"Telabastagan, San Fernando",10000000,House
"3-Storey Brand New 5BR Townhouse in Valle Verde 6, Pasig City for Sale | Unit 3",5,5,0,460,190,"Ugong, Pasig",100000000,House
"For Sale: Luxury House with Big Garden Mabalacat, Pampanga",3,3,0,245,433,"Clark, Mabalacat",19000000,House
Brand new House w/ swimming pool For Sale in Angeles Pamp. near Clark,3,3,0,172,165,"Cuayan, Angeles",12800000,House
Ayala Southvale Primera House and Lot for Sale,4,4,0,480,518,"Ayala Southvale Primera Bacoor, Cavite Molino I, Bacoor",70000000,House
"5 Bedrooms House for Sale in Hillsborough, Alabang Village, Muntinlupa",5,5,0,500,450,"Cupang, Muntinlupa",66000000,House
"L-R-1-829- Acquired Property for Sale in Lot 3, Block 1, Road Lot 3, Woodlands Subd., Brgy. Viga, Calamba City, Laguna - Retail",,,0,149,132,"Makiling, Calamba",3354800,House
"2-Storey House for Sale in BF Homes, Parañaque City, Metro Manila",4,5,0,300,280,"B.F. Homes, Paranaque",25000000,House
"3 Bedroom Townhouse with Garage in Nia Village, Quezon City",3,3,0,140,80,"Tandang Sora, Quezon City",10900000,House
"For Sale : Green Valley Townhomes in Valle Verde, Pasig City",3,4,0,240,170,"Ugong, Pasig",36500000,House
3BR Beautiful Tuscany Estate Exclusive Subdivision House and Lot Package (NRFO),2,3,0,80,81,"Biday, San Fernando",5364000,House
"Ayala Westgrove Heights Ridge House With An Elevator, Silang For Sale",4,4,0,600,396,"Inchican, Silang",89000000,House
"2BR Fairway Townhouse For Sale in Canyon Woods Residential, Laurel",3,2,0,120,82,"San Gregorio, Laurel",5000000,House
"Brand New Smart House for Sale in Tivoli Royale, Quezon City",7,8,0,720,402,"Matandang Balara, Quezon City",120000000,House
Culiat (Area in Quezon City) near Visayas Avenue 3 Bedroom 2 Storey Townhouse,3,3,0,136.5,83.73,"Culiat, Quezon City",9500000,House
"Mirala Nuvali 6 Bedrooms Modern Contemporary House For Sale, Calamba, Laguna",7,6,0,400,367,"Canlubang, Calamba",35000000,House
"Brand New Renovated House for Sale in Pilar Village, Las Piñas City",2,2,0,145,192,"Pilar, Las Pinas",9500000,House
Loyola Grand Villas 13 Bedrooms for Sale,13,13,0,1250,1000,"Loyola Heights, Quezon City",120000000,House
"Fully Furnished House & Lot in Buena Vista Subdivision, Mabalacat for Sale!",3,3,0,245,433,"Santa Maria, Mabalacat",19000000,House
Ayala Westgrove Heights Silang House For Sale 4-BR Brand New Modern Contemporary,4,4,0,446,352,"Puting Kahoy, Silang",60000000,House
House and Lot in Teachers Village,,3,0,,412,"Teachers Village East, Quezon City",33000000,House
Brand New 3 Storey Duplex Katarungan Village,4,4,0,210,78,"katarungan Poblacion, Muntinlupa",8000000,House
Well Maintained House for Sale in BF Resort Village Las Piñas,6,6,0,380,420,"Talon Dos, Las Pinas",25000000,House
"Rest House farm for sale in Maligaya, Dinalupihan, Bataan",3,4,0,200,10000,"Maligaya, Dinalupihan",14000000,House
"Rest House farm for sale in Maligaya, Dinalupihan, Bataan",3,4,0,200,10000,"Maligaya, Dinalupihan",14000000,House
"Ready For Occupancy Townhouse Unit Located for sale in Betterliving, Parañaque",4,4,0,225,118,"Don Bosco, Paranaque",14000000,House
Brand New 3 Storey Duplex Katarungan Village,4,4,0,210,78,"katarungan Poblacion, Muntinlupa",8000000,House
"Tropical Minimalist House For Sale in Anvaya Cove, Morong, Bataan",4,4,0,400,575,"Sabang, Morong",65000000,House
"Townhouse for sale in Pasong Tamo, Tandang Sora Quezon City Near Congressional",3,3,0,91.6,47.9,"Pasong Tamo, Quezon City",7300000,House
"5 Bedroom House for Sale in Bacoor Boulevard, Cavite - floor free community",5,5,0,232.14,175,"Mambog II, Bacoor",25000000,House
4BR Brand New Duplex House with Overlooking View for sale in Taytay,3,4,0,190,110,"San Juan, Taytay",10400000,House
"4.75M 3BR Townhouse Unit with 1 Car Garage for Sale in Fairview, Quezon City",2,3,0,91.19,60,"Fairview, Quezon City",4750000,House
"For Sale : 4-Bedrooms House and Lot in Tagaytay City, Cavite",2,4,0,120,240,"Francisco, Tagaytay",14500800,House
For Sale 4-Bedroom House at an Exclusive Subdivision in Iloilo City,4,4,0,175,240,"Sta. Cruz, Arevalo, Iloilo City Mohon, Iloilo",7900000,House
Dagupan City 4BR Customized & Modern Design House and Lot Package,2,4,0,100,190,"Bonuan Boquig, Dagupan",5730000,House
"Private Hot Spring Resort in Los Baños, Laguna - Corner lot",4,5,0,300,321,"Lalakay, Los Banos",28500000,House
"Charming House and Lot For Sale in Camp 7, Baguio City, Benguet",3,5,0,250,183,"Camp 7, Baguio",25000000,House
"For Sale rent to own Townhouse near Patts College, SM BF, Jaka Plaza, Parañaque",2,2,0,36,38,"San Isidro, Paranaque",4660000,House
"new price 16.5m only marcelo bungalow, parañaque",4,4,0,250,370,"Marcelo Green Village, Paranaque, National Capital Region, Philippines Marcelo Green Village, Paranaque",16500000,House
"3-Bedroom Duplex House and Lot For Sale in San Miguel, Pasig City",2,3,0,100.3,72,"San Miguel, Pasig",7000000,House
3-Bedroom Merville House Property for Sale in Parañaque City,3,3,0,330,420,"Merville, Paranaque",38000000,House
"Affordable 2 Bedroom House and lot for sale in St. San Antonio, Biñan, Laguna",1,2,0,43,45,"San Antonio, Binan",2650000,House
"A White Beachfront Resthouse for Sale in San Juan, Batangas",6,5,0,1080,1700,"Calubcub II, San Juan",85000000,House
Ayala Alabang Village House and Lot For Sale Modern Mansion with Pool Muntinlupa,7,7,0,1233,816,"Ayala Alabang, Muntinlupa",420000000,House
"2 Story House and Lot for sale in Baguio, Benguet",2,4,0,90,100,"Loakan Proper, Baguio",7900000,House
House And Lot In Tugbok,2,3,0,200,281,"Tugbok, Davao",20000000,House
"Fully Furnished 4-Bedroom House and Lot for Sale in Angeles City, Pampanga",4,4,0,290,246,Angeles,24000000,House
"WJV Heights Bare Unit 2-Storey Townhouse for Sale in Liburon, Carcar City",1,3,0,47,40,"Liburon, Carcar",2350000,House
4BR Beautiful Tuscany Estate Exclusive Subdivision Housefor sale in San Fernando,3,4,0,143,94,"Biday, San Fernando",8691000,House
Newly painted House and Lot for Sale in Greenwoods Executive Village Pasig City,,5,0,500,362,"San Miguel, Pasig",26950000,House
"House for Sale at Greenhills East, San Juan City near Corinthian Gardens",7,7,0,1357,1000,"Greenhills, San Juan, National Capital Region, Philippines Greenhills, San Juan",,House
"House and 2 Lots Package for sale (RFO) in Tuscany Estate, San Fernando",2,3,0,134,188,"Biday, San Fernando",10542000,House
BLS2021-033 | For sale| 2-Storey Single Detached Duplex House  in Parañaque,6,6,0,235.5,210,"Don Bosco, Paranaque",18000000,House
Townhouse For sale in Mandaluyong city 3 Car garage,4,4,0,228,55,"Plainview, Mandaluyong",22800000,House
Large House for sale Exquisite Haven in Baguio City! Your Dream Lifestyle Awaits,3,4,0,280,600,"Bakakeng North, Baguio",20000000,House
"4-BR Magallanes Village, Makati House and Lot For Sale Narciso Realty",3,4,0,275,350,"Magallanes, Makati",115000000,House
Baguio City Overlooking Customized & Modern Design House and Lot Package,3,5,0,150,335,"Camp 7, Baguio",17970000,House
"For Sale : 5BR House and Lot in BF Homes, Parañaque City | 1DS-064",5,5,0,459.32,308,"B. F. Homes, Paranaque, National Capital Region, Philippines B.F. Homes, Paranaque",45000000,House
"For sale Townhouse Property Near Tagaytay, Cavite",1,3,0,54,50,"Mendez Crossing East, Tagaytay",2044125,House
"For Sale: Modern & Elegant Townhouse in Vermont Royale Executive Village, Rizal",3,4,0,211,90,"Mayamot, Antipolo",12500000,House
5 Bedroom Modern High End Interior House in Guadalupe,4,5,0,211,182,"Guada Plains Guadalupe, Cebu",25000000,House
San Juan 4BR Near the Beach  Modern Design House and Lot Package (RFO),2,4,0,148,140,"Panicsican, San Juan",9750000,House
"RFO House and Lot for sale in San Pedro, Laguna near SLEX-MCX, Munt., Alabang",3,5,0,188,197,"San Antonio, San Pedro",7500000,House
"4 Bedroom House and Lot for sale at South Breeze in Biñan, Laguna (Federique)",3,4,0,147,304,"San Francisco, Binan",13070000,House
For Sale 4-Bedroom House & Lot along Cirilo Street near Don Antonio Quezon City,3,4,0,110,476,"Cirilo Street, Isidora Hills Subdivision Holy Spirit, Quezon City",26000000,House
Brand New Modern Tropical Design Home for Sale in Ayala Heights Quezon City.,5,5,0,820,476,"Matandang Balara, Quezon City",168000000,House
"Beautiful House with 3 Bedrooms at Portofino Heights, Las Piñas City For Sale",,3,0,334,564,"Almanza Dos, Las Pinas",55000000,House
RFO House and Lot for sale in the heart of Quezon City!,3,4,0,198,111,Quezon City,35530000,House
2 Sty 4BR Ayala Heights House and Lot for Sale- Quezon City,5,4,0,450,800,"Diliman, Quezon City",110000000,House
PASAY HOUSE FOR SALE,7,11,0,,730.16,"San Roque, Pasay",120000000,House
"Affordable Townhouse Unit for Sale in Tanauan Ctiy, Batangas! Inquire Now!",1,2,0,44.5,58.5,"Bagumbayan, Tanauan",1838000,House
4 Bedroom Single Attached House for Sale Molino Bacoor Cavite,3,4,0,180,200,"Molino III, Bacoor",8500000,House
House and Lot For Sale Ayala Alabang Muntinlupa with Pool,5,5,0,1000,700,"Ayala Alabang, Muntinlupa",310000000,House
"3 Bedroom House for Sale at McKinley Hill Village, Taguig near McKinley West",4,3,0,420,198,"McKinley Hill Dr, 1634 Taguig City, Philippines Pinagsama, Taguig",112000000,House
Customized North Olympus Subdivision Phase - 1 Quezon City,2,3,0,155,100,"Philippines, Caloocan City North, Barangay 172, Thaddevs Kaligayahan, Quezon City",6000000,House
"Brand New 2 Storey House for Sale in BF Homes, Paranaque City",4,4,0,350,293,"B.F. Homes, Paranaque",26500000,House
"House and lot For Sale at Saint Ignatius Village, Quezon City",3,3,0,250,434,"Saint Ignatius, Quezon City",73780000,House
"2 Bedroom Townhouse for sale in San Rafael, Bulacan",1,2,0,44,36,"Pinacpinacan, San Rafael",1200000,House
5 Bedrooms House and Lot For Sale in Tagum City,3,5,0,100,,"Visayan Village, Tagum",8005320,House
"AFPOVAI House and Lot for Sale - Phase 5 in AFPOVAI, Fort Bonifacio, Taguig City",4,4,0,172,400,"Fort Bonifacio, Taguig",63000000,House
"L-R-1-784- Acquired Property for Sale in Lot 16, Block 5, Alley 2, Road Lot 5, Villa Clara Homes, Brgy. San Sebastian, Hagonoy, Bulacan - Retail",,,0,215,196,"San Sebastian, Hagonoy",4377000,House
Corner House and Lot for Sale inside High End Subdivision in Lapu-Lapu,3,3,0,180,136,"Marigondon, Lapu-Lapu",7500000,House
2 Storey House and Lot for Sale in Corinthian Gardens Quezon City,4,4,0,700,899,"Ugong Norte, Quezon City",370000000,House
New North Olympus Brand New Townhouse for Sale in Quezon City - jojo  Obra,2,3,0,65,48,"Kaligayahan, Quezon City",4200000,House
"Golfer's Paradise Home - 5-BR House For Sale in Tagaytay Highlands, Talisay",6,5,0,700,400,"Tranca, Talisay",60000000,House
Modern Industrial House & Lot For Sale in Manila Southwoods with pool & view,5,5,0,565,915,"Manila Southwoods Cabilang Baybay, Carmona",105000000,House
"4-Bedroom Duplex House and Lot for Sale in Ridgemont, Taytay, Rizal",3,4,0,170.13,82,"San Isidro, Taytay",9800000,House
Renovated 3BR Townhouse in near Wack-Wack Manda shaw edsa,2,3,0,82,200,"Plainview, Mandaluyong",24000000,House
For Sale: Bungalow Pool Villa House in Angeles City Pampanga,2,3,0,185,320,"Balibago, Angeles",9500000,House
"5 Bedroom Modern House For Sale in Vista Real Classica 2 Homes, Quezon City",4,5,0,316.54,353,"Batasan Hills, Quezon City",48000000,House
